Date;Cumulative Cases;Cumulative Deaths;Hos;Q;R;Healthcare workers;Imported E1;Imported E2;Evacuated;Undetected Cumulative Deaths;Vaccinated V1 (Pfizer);Vaccinated V2 (Moderna);Vaccinated V3 (AstraZeneca);Vaccinated V4 (Janssen)
13-Dec-2020;1855737;65011;30860;644249;1115617;80985;0;0;0;0;0;0;0;0
14-Dec-2020;1870576;65857;30345;632968;1141406;0;0;0;0;0;0;0;0;0
15-Dec-2020;1888144;66537;29823;615883;1175901;0;0;0;0;0;0;0;0;0
16-Dec-2020;1906377;67220;29282;606061;1203814;0;0;0;0;0;0;0;0;0
17-Dec-2020;1921778;67894;28588;599210;1226086;0;0;0;0;0;0;0;0;0
18-Dec-2020;1938083;68447;28148;592018;1249470;85282;0;0;0;0;0;0;0;0
19-Dec-2020;1953185;68799;27901;594859;1261626;0;0;0;0;0;0;0;0;0
20-Dec-2020;1964054;69214;27876;585706;1281258;0;0;0;0;0;0;0;0;0
21-Dec-2020;1977370;69842;27635;578320;1301573;86958;0;0;0;0;0;0;0;0
22-Dec-2020;1991278;70395;27170;571646;1322067;0;0;0;0;0;0;0;0;0
23-Dec-2020;2009317;70900;26659;566973;1344785;0;0;0;0;0;0;0;0;0
24-Dec-2020;2028354;71359;25986;553900;1377109;0;0;0;0;0;0;0;0;0
25-Dec-2020;2038783;71627;25892;555051;1386213;0;0;0;0;0;0;0;0;0
26-Dec-2020;2047696;71925;26151;555609;1394011;0;0;0;0;0;0;0;0;0
27-Dec-2020;2056277;72370;26497;548724;1408686;0;0;0;0;0;7182;0;0;0
28-Dec-2020;2067487;73029;26211;542517;1425730;0;0;0;0;0;1429;0;0;0
29-Dec-2020;2083689;73604;26094;538301;1445690;0;0;0;0;0;1010;0;0;0
30-Dec-2020;2107166;74159;25706;544190;1463111;0;0;0;0;0;4725;0;0;0
31-Dec-2020;2129376;74621;25375;549392;1479988;0;0;0;0;0;25482;0;0;0
01-Jan-2021;2141201;74985;25517;551545;1489154;93323;0;0;0;0;11063;0;0;0
02-Jan-2021;2155446;75332;25658;550556;1503900;93648;0;0;0;0;38529;0;0;0
03-Jan-2021;2166244;75680;25896;544562;1520106;0;0;0;0;0;35172;0;0;0
04-Jan-2021;2181619;76329;25964;543197;1536129;0;0;0;0;0;68840;0;0;0
05-Jan-2021;2201945;76877;25745;542967;1556356;0;0;0;0;0;79833;0;0;0
06-Jan-2021;2220361;77291;25878;545177;1572015;0;0;0;0;0;65211;0;0;0
07-Jan-2021;2237890;77911;25900;544489;1589590;0;0;0;0;0;92323;0;0;0
08-Jan-2021;2257866;78394;25853;546989;1606630;97898;0;0;0;0;95670;2;0;0
09-Jan-2021;2276491;78755;26042;553890;1617804;98149;0;0;0;0;87007;0;0;0
10-Jan-2021;2289021;79203;26245;549734;1633839;98677;0;0;0;0;60366;0;0;0
11-Jan-2021;2303263;79819;26348;543692;1653404;0;0;0;0;0;81096;0;0;0
12-Jan-2021;2319036;80326;26104;538670;1673936;100266;0;0;0;0;82357;0;0;0
13-Jan-2021;2336279;80848;25667;535713;1694051;100743;0;0;0;0;94726;1;0;0
14-Jan-2021;2352423;81325;25363;532705;1713030;101212;0;0;0;0;93771;84;0;0
15-Jan-2021;2368733;81800;25304;532413;1729216;0;0;0;0;0;88695;1096;1;0
16-Jan-2021;2381277;82177;25260;528114;1745726;0;0;0;0;0;64157;911;0;0
17-Jan-2021;2390102;82554;25428;521631;1760489;0;0;0;0;0;33933;293;0;0
18-Jan-2021;2400598;83157;25186;510338;1781917;103767;0;0;0;0;37732;1218;0;0
19-Jan-2021;2414166;83681;24930;498623;1806932;0;0;0;0;0;29164;2091;0;0
20-Jan-2021;2428221;84202;24463;492105;1827451;0;0;0;0;0;22945;3277;0;0
21-Jan-2021;2441854;84674;24081;477972;1855127;0;0;0;0;0;13198;2791;0;0
22-Jan-2021;2455185;85162;23789;475045;1871189;0;0;0;0;0;10910;1735;3;0
23-Jan-2021;2466813;85461;23709;475569;1882074;0;0;0;0;0;4987;999;0;0
24-Jan-2021;2475372;85881;23845;467785;1897861;0;0;0;0;0;2452;789;0;0
25-Jan-2021;2485956;86422;23727;458690;1917117;0;0;0;0;0;4222;594;0;0
26-Jan-2021;2501147;86889;23513;454456;1936289;107135;0;0;0;0;3714;700;0;0
27-Jan-2021;2515507;87381;23066;451551;1953509;0;0;0;0;0;5609;611;0;0
28-Jan-2021;2529070;87858;22667;445157;1973388;107653;0;0;0;0;4057;764;0;0
29-Jan-2021;2541783;88279;22316;441036;1990152;0;0;0;0;0;4071;801;0;0
30-Jan-2021;2553032;88516;22311;431657;2010548;0;0;0;0;0;3865;456;1;0
31-Jan-2021;2560957;88845;22512;425077;2024523;0;0;0;0;0;2455;191;0;0
01-Feb-2021;2570608;89343;22531;415234;2043500;0;0;0;0;0;3768;542;1;0
02-Feb-2021;2583790;89819;22216;412506;2059248;0;0;0;0;0;5285;1114;10;0
03-Feb-2021;2597446;90241;21894;408383;2076928;0;0;0;0;0;7880;1408;0;0
04-Feb-2021;2611659;90618;21717;407401;2091923;0;0;0;0;0;11710;1634;0;0
05-Feb-2021;2625098;91003;21518;405516;2107061;0;0;0;0;0;14645;3219;2;0
06-Feb-2021;2636738;91273;21373;405651;2118441;109824;0;0;0;0;12544;2082;0;0
07-Feb-2021;2644707;91580;21670;397934;2133523;0;0;0;0;0;8577;590;1;0
08-Feb-2021;2655319;92002;21655;392312;2149350;0;0;0;0;0;24211;2613;1;0
09-Feb-2021;2668266;92338;21408;388703;2165817;0;0;0;0;0;31235;3342;0;0
10-Feb-2021;2683403;92729;21068;383951;2185655;0;0;0;0;0;42130;2813;1;0
11-Feb-2021;2697296;93045;20831;381343;2202077;0;0;0;0;0;49369;3043;2903;0
12-Feb-2021;2710819;93356;20562;380851;2216050;117937;0;0;0;0;50859;3133;4750;0
13-Feb-2021;2721879;93577;20534;382249;2225519;0;0;0;0;0;37798;2909;5259;0
14-Feb-2021;2729223;93835;20604;377494;2237290;0;0;0;0;0;18821;1308;7058;0
15-Feb-2021;2739591;94171;20537;373149;2251734;0;0;0;0;0;46850;2976;6898;0
16-Feb-2021;2751657;94540;20317;368547;2268253;0;0;0;0;0;51035;4598;9264;0
17-Feb-2021;2765412;94882;20008;364493;2286029;0;0;0;0;0;53465;4646;12602;0
18-Feb-2021;2780882;95235;19890;362558;2303199;0;0;0;0;0;60299;4260;17383;0
19-Feb-2021;2795796;95486;19788;364835;2315687;0;0;0;0;0;62230;5053;19346;0
20-Feb-2021;2809246;95718;19898;368997;2324633;120736;0;0;0;0;49399;5249;19310;0
21-Feb-2021;2818863;95992;20273;367630;2334968;0;0;0;0;0;33229;4877;10667;0
22-Feb-2021;2832162;96348;20441;367507;2347866;0;0;0;0;0;71353;5563;23335;0
23-Feb-2021;2848564;96666;20374;369059;2362465;0;0;0;0;0;71751;4675;24788;0
24-Feb-2021;2868435;96974;20425;375718;2375318;0;0;0;0;0;81057;5770;27285;0
25-Feb-2021;2888923;97227;20486;384178;2387032;0;0;0;0;0;79261;5383;31658;0
26-Feb-2021;2907825;97507;20588;391378;2398352;0;0;0;0;0;76644;4824;40235;0
27-Feb-2021;2925265;97699;20869;401498;2405199;0;0;0;0;0;63382;6567;44754;0
28-Feb-2021;2938371;97945;21401;402932;2416093;0;0;0;0;0;40963;2450;26569;0
01-Mar-2021;2955434;98288;21897;409099;2426150;0;0;0;0;0;64817;6400;40043;0
02-Mar-2021;2976274;98635;22174;415247;2440218;0;0;0;0;0;67937;6343;55644;0
03-Mar-2021;2999119;98974;22632;423807;2453706;0;0;0;0;0;78312;8565;57079;0
04-Mar-2021;3023129;99271;22899;433571;2467388;0;0;0;0;0;80378;9441;59051;0
05-Mar-2021;3046762;99578;23272;442540;2481372;125073;0;0;0;0;78005;9362;63975;0
06-Mar-2021;3067486;99785;23749;449113;2494839;0;0;0;0;0;63530;11162;62758;0
07-Mar-2021;3081368;100103;24531;448002;2508732;0;0;0;0;0;38348;7058;35686;0
08-Mar-2021;3101093;100479;25149;453734;2521731;0;0;0;0;0;64548;9562;56920;0
09-Mar-2021;3123368;100811;25709;461365;2535483;0;0;0;0;0;73513;9278;59560;0
10-Mar-2021;3149017;101184;26106;471244;2550483;0;0;0;0;0;85321;8578;63226;0
11-Mar-2021;3175807;101564;26570;482747;2564926;0;0;0;0;0;83376;9325;67349;0
12-Mar-2021;3201838;101881;27135;492926;2579896;0;0;0;0;0;71929;7135;69888;0
13-Mar-2021;3223142;102145;27600;503666;2589731;0;0;0;0;0;52879;8645;66026;0
14-Mar-2021;3238394;102499;28495;501862;2605538;0;0;0;0;0;26218;5734;40259;0
15-Mar-2021;3258770;103001;29354;506761;2619654;0;0;0;0;0;45581;8406;47185;0
16-Mar-2021;3281810;103432;29834;509174;2639370;0;0;0;0;0;59603;8021;209;0
17-Mar-2021;3306711;103855;30027;517483;2655346;0;0;0;0;0;77817;6861;41;0
18-Mar-2021;3332418;104241;30222;526317;2671638;0;0;0;0;0;75094;8886;101;0
19-Mar-2021;3356331;104642;30448;535005;2686236;0;0;0;0;0;72311;6474;18063;0
20-Mar-2021;3376376;104942;30932;540740;2699762;0;0;0;0;0;55785;7022;49361;0
21-Mar-2021;3400877;105328;31559;531508;2732482;0;0;0;0;0;35914;4452;43980;0
22-Mar-2021;3419616;105879;31974;528680;2753083;0;0;0;0;0;52436;6768;67179;0
23-Mar-2021;3440862;106339;32026;529282;2773215;0;0;0;0;0;65950;8708;76057;0
24-Mar-2021;3464645;106799;32044;530914;2794888;0;0;0;0;0;83491;10286;73246;0
25-Mar-2021;3488619;107256;32100;534611;2814652;0;0;0;0;0;91297;12597;77609;0
26-Mar-2021;3512453;107636;32256;539622;2832939;0;0;0;0;0;94946;14486;78797;0
27-Mar-2021;3532057;107933;32380;540855;2850889;0;0;0;0;0;83143;22354;66794;0
28-Mar-2021;3544957;108350;32884;533109;2870614;0;0;0;0;0;51878;14865;54930;0
29-Mar-2021;3561012;108879;32947;529885;2889301;0;0;0;0;0;85354;18671;69174;0
30-Mar-2021;3583668;109346;32890;528387;2913045;0;0;0;0;0;95472;22688;71305;0
31-Mar-2021;3607083;109847;32630;530849;2933757;0;0;0;0;0;128274;14950;68085;0
01-Apr-2021;3629000;110328;32408;532887;2953377;0;0;0;0;0;125489;15780;53094;0
02-Apr-2021;3650247;110704;32203;532652;2974688;0;0;0;0;0;115320;21204;64714;0
03-Apr-2021;3668264;111030;32135;536900;2988199;0;0;0;0;0;95998;25775;47036;1
04-Apr-2021;3678944;111326;32522;537574;2997522;129541;0;0;0;0;29448;8115;38101;0
05-Apr-2021;3686707;111747;33080;522625;3019255;0;0;0;0;0;59569;14288;58848;0
06-Apr-2021;3700393;112374;32999;514838;3040182;0;0;0;0;0;95667;28073;83525;5
07-Apr-2021;3717602;112861;32514;511816;3060411;0;0;0;0;0;134687;20870;79731;0
08-Apr-2021;3736526;113579;31749;504612;3086586;0;0;0;0;0;164911;23799;56185;0
09-Apr-2021;3754077;113923;31242;501843;3107069;0;0;0;0;0;172154;27728;51893;0
10-Apr-2021;3769814;114254;30836;502169;3122555;130499;0;0;0;0;159067;32149;60495;0
11-Apr-2021;3779594;114612;30922;493495;3140565;130576;0;0;0;0;111355;11899;37253;0
12-Apr-2021;3793033;115088;30478;488742;3158725;0;0;0;0;0;109657;16269;78352;0
13-Apr-2021;3809193;115557;29859;484801;3178976;0;0;0;0;0;105290;19732;95274;0
14-Apr-2021;3826156;115937;29004;481019;3200196;130950;0;0;0;0;118762;20762;100456;1
15-Apr-2021;3842079;116366;28109;478629;3218975;0;0;0;0;0;144579;16783;90395;0
16-Apr-2021;3857443;116676;27440;477868;3235459;0;0;0;0;0;156914;15488;107170;0
17-Apr-2021;3870131;116927;26959;477652;3248593;131312;0;0;0;0;150654;15852;108460;0
18-Apr-2021;3878994;117243;26986;466503;3268262;0;0;0;0;0;105628;9303;72716;0
19-Apr-2021;3891063;117633;26406;456309;3290715;0;0;0;0;0;115549;11212;95949;0
20-Apr-2021;3904899;117997;25860;449775;3311267;0;0;0;0;0;123494;15165;96570;0
21-Apr-2021;3920945;118357;25115;447081;3330392;131791;0;0;0;0;131483;20598;101788;0
22-Apr-2021;3935703;118699;24419;441124;3351461;0;0;0;0;0;150153;21286;91221;289
23-Apr-2021;3949517;119021;23865;437583;3369048;0;0;0;0;0;158183;19294;96138;541
24-Apr-2021;3962674;119238;23524;437688;3382224;0;0;0;0;0;153937;21641;93205;3030
25-Apr-2021;3971114;119539;23484;429328;3398763;132293;0;0;0;0;118070;17944;75596;8745
26-Apr-2021;3981512;119912;23060;425089;3413451;0;0;0;0;0;166682;21659;64531;9322
27-Apr-2021;3994894;120256;22571;420200;3431867;0;0;0;0;0;152627;31804;67459;7624
28-Apr-2021;4009208;120544;21991;416718;3449955;0;0;0;0;0;143980;39848;76524;7910
29-Apr-2021;4022653;120807;21523;414747;3465576;0;0;0;0;0;217288;39123;87636;9918
30-Apr-2021;4035617;121033;20903;409639;3484042;0;0;0;0;0;210652;28157;83914;14437
01-May-2021;4044762;121177;20869;410037;3492679;0;0;0;0;0;177309;21975;66459;17795
02-May-2021;4050708;121433;20885;402673;3505717;0;0;0;0;0;155276;22434;62841;11443
03-May-2021;4059821;121738;20599;393290;3524194;0;0;0;0;0;163827;26633;87830;11033
04-May-2021;4070400;122005;19888;387241;3541266;0;0;0;0;0;158678;35849;105737;11293
05-May-2021;4082198;122263;19175;383627;3557133;0;0;0;0;0;174074;33501;114806;13422
06-May-2021;4092747;122470;18584;378980;3572713;0;0;0;0;0;210009;25164;97200;12495
07-May-2021;4102921;122694;18010;372110;3590107;0;0;0;0;0;224555;26900;89605;11835
08-May-2021;4111210;122833;17612;366242;3604523;0;0;0;0;0;194721;29996;83557;15742
09-May-2021;4116287;123031;17585;356085;3619586;0;0;0;0;0;156759;18562;71402;7574
10-May-2021;4123230;123282;16993;346866;3636089;0;0;0;0;0;174685;23800;84328;7705
11-May-2021;4131078;123544;16272;336150;3655112;0;0;0;0;0;163987;46366;79421;9189
12-May-2021;4139160;123745;15501;330507;3669407;0;0;0;0;0;192804;41961;78545;7703
13-May-2021;4146722;123927;14910;324696;3683189;0;0;0;0;0;239220;30980;63882;7860
14-May-2021;4153374;124063;14298;318532;3696481;0;0;0;0;0;242638;33462;64205;7504
15-May-2021;4159122;124156;13913;314969;3706084;0;0;0;0;0;237981;40131;65316;17703
16-May-2021;4162576;124296;13778;309113;3715389;134007;0;0;0;0;173664;27636;54094;16087
17-May-2021;4167025;124497;13228;302080;3727220;0;0;0;0;0;177541;33212;41791;16585
18-May-2021;4172525;124646;12661;294069;3741149;134088;0;0;0;0;168429;39793;51900;17604
19-May-2021;4178261;124810;11927;287559;3753965;0;0;0;0;0;187864;40434;54764;17970
20-May-2021;4183476;125028;11394;280394;3766660;0;0;0;0;0;220856;23064;39456;19277
21-May-2021;4188190;125153;10918;272826;3779293;0;0;0;0;0;225743;27159;42570;17843
22-May-2021;4192183;125225;10571;270521;3785866;0;0;0;0;0;185866;47761;43733;37747
23-May-2021;4194672;125335;10332;266107;3792898;134231;0;0;0;0;137499;39343;35797;35517
24-May-2021;4197892;125501;9880;258265;3804246;0;0;0;0;0;154792;48899;32172;30406
